id,price,city,state,mileage,vin,msrp,make,model,year,depreciation,latitude,longitude
234,37900,Southern Pines, NC,39404,1FTFW1ET4EKF54591,42260,FORD,F-150,2014,10.32,35.17,-79.39
235,35888,Eden, NC,64858,1FTFW1ET7EFA60296,42260,FORD,F-150,2014,15.08,31.22,-99.85
236,37981,Lillington, NC,40734,1FTFW1ET3EKE88132,42260,FORD,F-150,2014,10.13,35.4,-78.82
237,38900,Southern Pines, NC,29105,1FTFW1ET1EKD88613,42260,FORD,F-150,2014,7.95,35.17,-79.39
238,38900,Southern Pines, NC,33485,1FTFW1ET9EKF42906,42260,FORD,F-150,2014,7.95,35.17,-79.39
239,49438,Flagstaff, AZ,44656,1FT8W3BT5EEB75414,53610,FORD,F-350,2014,7.78,35.2,-111.65
240,46977,Raleigh, NC,64641,1FT7W2BT5EEB06759,52710,FORD,F-250,2014,10.88,35.78,-78.64
241,44900,Smithfield, NC,78725,1FT8W3BT8EEB31990,53610,FORD,F-350,2014,16.25,41.92,-71.55
242,43880,Canton, NC,68912,1FD0W4HT7EEA03231,0,FORD,F-450,2014,-inf,40.8,-81.38
243,49838,Flagstaff, AZ,44010,1FT8W3DT3EEB07741,55010,FORD,F-350,2014,9.4,35.2,-111.65
244,51999,Cary, NC,32951,1FT7W2BT1EEA54059,52710,FORD,F-250,2014,1.35,35.79,-78.78
245,39919,Southern Pines, NC,37465,1FTFW1ET4EFA81011,42260,FORD,F-150,2014,5.54,35.17,-79.39
246,52843,Casa Grande, AZ,18723,1FT7W2BT0EEB79053,52710,FORD,F-250,2014,-0.25,32.88,-111.76
247,41185,Kernersville, NC,74758,1FT7W2BT3EEA70246,52710,FORD,F-250,2014,21.86,36.12,-80.07
248,47895,Valdese, NC,28112,1FT7W2BT8EEA19504,52710,FORD,F-250,2014,9.13,35.74,-81.56
249,15990,Fayetteville, NC,34087,2HGFB2F91EH544369,22740,HONDA,Civic,2014,29.68,36.06,-94.16
250,15854,Charlotte, NC,26433,19XFB2F8XEE079947,21090,HONDA,Civic,2014,24.83,35.23,-80.84
251,15688,Peoria, AZ,36096,19XFB2F83EE073780,21090,HONDA,Civic,2014,25.61,40.69,-89.59
252,15437,Kingman, AZ,30634,19XFB2F8XEE076918,21090,HONDA,Civic,2014,26.8,35.19,-114.05
253,13988,Raleigh, NC,39007,2HGFB2F57EH558399,19190,HONDA,Civic,2014,27.11,35.78,-78.64
254,14687,New Bern, NC,41150,19XFB2F87EE071868,21090,HONDA,Civic,2014,30.36,35.11,-77.04
255,14950,Burlington, NC,28749,2HGFB2F81EH538028,21090,HONDA,Civic,2014,29.11,44.47,-73.21
256,15000,Phoenix, AZ,35564,19XFB2F58EE261412,19190,HONDA,Civic,2014,21.83,33.45,-112.08
257,15788,Huntersville, NC,33778,19XFB2F89EE061049,21090,HONDA,Civic,2014,25.14,35.41,-80.84
258,13950,Raleigh, NC,42825,19XFB2F88EE076691,21090,HONDA,Civic,2014,33.85,35.78,-78.64
259,16400,Gastonia, NC,20216,19XFB2F84EE076297,21090,HONDA,Civic,2014,22.24,35.26,-81.19
260,15750,Boone, NC,33617,2HGFB2F82EH556540,21090,HONDA,Civic,2014,25.32,36.22,-81.67
261,13985,Wichita, KS,38415,2HGFG3B57EH519695,18990,HONDA,Civic,2014,26.36,37.69,-97.34
262,15300,Greensboro, NC,29597,19XFB2F98EE247268,22740,HONDA,Civic,2014,32.72,36.07,-79.79
263,9978,Buckeye, AZ,79156,JHMZF1D64ES000278,22490,HONDA,CR-Z,2014,55.63,33.37,-112.58
264,15000,Merriam, KS,35364,19XFB2F83EE057398,21090,HONDA,Civic,2014,28.88,39.02,-94.69
265,13950,Phoenix, AZ,48677,19XFB2F85EE060755,21090,HONDA,Civic,2014,33.85,33.45,-112.08
266,13900,Lexington, NC,62119,2HGFB2F55EH517012,19190,HONDA,Civic,2014,27.57,38.05,-84.5
267,15555,Phoenix, AZ,39185,2HGFB2F82EH533274,21090,HONDA,Civic,2014,26.24,33.45,-112.08
268,15500,Elizabeth City, NC,29265,1HGCR2F37EA275755,22755,HONDA,Accord,2014,31.88,36.3,-76.22
269,15750,Forest City, NC,32388,19XFB2F97EE083270,22740,HONDA,Civic,2014,30.74,43.26,-93.64
270,14700,Greensboro, NC,43343,19XFB2F91EE021122,22740,HONDA,Civic,2014,35.36,36.07,-79.79
271,12499,Wilson, NC,43797,2HGFG3B57EH505571,18990,HONDA,Civic,2014,34.18,35.72,-77.92
272,15995,Hickory, NC,37834,2HGFB2F89EH558768,21090,HONDA,Civic,2014,24.16,35.73,-81.34
273,16900,Peoria, AZ,28801,19XFB2F87EE081588,21090,HONDA,Civic,2014,19.87,40.69,-89.59
274,15300,Elizabeth City, NC,33691,1HGCR2F37EA284407,22755,HONDA,Accord,2014,32.76,36.3,-76.22
275,14399,Raleigh, NC,47926,2HGFB2F85EH535410,21090,HONDA,Civic,2014,31.73,35.78,-78.64
276,15495,Tucson, AZ,34812,1HGCR2F3XEA136767,22755,HONDA,Accord,2014,31.91,32.22,-110.93
277,15995,Fuquay Varina, NC,14182,1HGCR2F3XEA264698,22755,HONDA,Accord,2014,29.71,,
278,14500,Charlotte, NC,32489,1HGCR2F31EA182990,22755,HONDA,Accord,2014,36.28,35.23,-80.84
279,17800,Elizabeth City, NC,23241,1HGCR2F57EA150823,24515,HONDA,Accord,2014,27.39,36.3,-76.22
280,14233,Hayesville, NC,62886,19XFB2F91EE034453,22740,HONDA,Civic,2014,37.41,35.05,-83.82
281,15580,Chandler, AZ,37711,1HGCR2F36EA019462,22755,HONDA,Accord,2014,31.53,33.31,-111.84
282,14988,Derby, KS,28637,1HGCR2F35EA257884,22755,HONDA,Accord,2014,34.13,37.55,-97.27
283,16900,Gastonia, NC,12473,1HGCR2F34EA034347,22755,HONDA,Accord,2014,25.73,35.26,-81.19
284,14499,Lawrence, KS,31278,2HGFG3A85EH504947,20290,HONDA,Civic,2014,28.54,38.97,-95.24
285,15400,Phoenix, AZ,27259,2HGFG3B82EH524510,21090,HONDA,Civic,2014,26.98,33.45,-112.08
286,15490,Harrisburg, NC,24105,1HGCR2F3XEA162365,22755,HONDA,Accord,2014,31.93,40.27,-76.89
287,15930,Salisbury, NC,28773,1HGCR2F31EA213588,22755,HONDA,Accord,2014,29.99,38.37,-75.6
288,13995,Valdese, NC,53352,1HGCR2F3XEA249604,22755,HONDA,Accord,2014,38.5,35.74,-81.56
289,13987,Wichita, KS,39232,2HGFG3B52EH520253,18990,HONDA,Civic,2014,26.35,37.69,-97.34
290,15500,Phoenix, AZ,25146,1HGCR2F3XEA285342,22755,HONDA,Accord,2014,31.88,33.45,-112.08
291,15482,Mesa, AZ,32224,1HGCR2F34EA267452,22755,HONDA,Accord,2014,31.96,33.41,-111.83
292,12531,Mesa, AZ,73715,2HGFG3B80EH508841,21090,HONDA,Civic,2014,40.58,33.41,-111.83
293,15698,Salisbury, NC,33086,1HGCR2F32EA295671,22755,HONDA,Accord,2014,31.01,38.37,-75.6
294,14450,Burlington, NC,38306,1HGCR2F35EA165271,22755,HONDA,Accord,2014,36.5,44.47,-73.21
295,14500,Greensboro, NC,38409,1HGCR2F3XEA218336,22755,HONDA,Accord,2014,36.28,36.07,-79.79
296,15550,Tuscon, AZ,26177,1HGCR2F36EA176635,22755,HONDA,Accord,2014,31.66,,
297,15624,Salisbury, NC,35156,1HGCR2F39EA153978,22755,HONDA,Accord,2014,31.34,38.37,-75.6
298,17450,Indian Trail, NC,19664,1HGCR2F71EA308221,25680,HONDA,Accord,2014,32.05,35.08,-80.67
299,17900,Locust, NC,39133,2HKRM3H57EH537150,25045,HONDA,CR-V,2014,28.53,43.42,-91.72
300,19733,Phoenix, AZ,29071,5J6RM4H55EL115955,26295,HONDA,CR-V,2014,24.96,33.45,-112.08
301,18697,Greensboro, NC,31772,2HKRM4H32EH696081,24195,HONDA,CR-V,2014,22.72,36.07,-79.79
302,18200,Greensboro, NC,37999,5J6RM4H76EL044346,28945,HONDA,CR-V,2014,37.12,36.07,-79.79
303,17985,Peoria, AZ,41244,2HKRM3H52EH513709,25045,HONDA,CR-V,2014,28.19,40.69,-89.59
304,15997,Scottsdale, AZ,76494,5J6RM3H59EL021720,25045,HONDA,CR-V,2014,36.13,33.51,-111.9
305,18600,Olathe, KS,34206,5J6RM4H51EL056841,26295,HONDA,CR-V,2014,29.26,38.88,-94.82
306,19750,Salisbury, NC,30498,2HKRM4H72EH614126,28945,HONDA,CR-V,2014,31.77,38.37,-75.6
307,19751,New Bern, NC,31477,2HKRM3H5XEH503767,25045,HONDA,CR-V,2014,21.14,35.11,-77.04
308,14998,Greenville, NC,91002,5J6RM3H7XEL023364,27695,HONDA,CR-V,2014,45.85,34.85,-82.4
309,19500,Phoenix, AZ,31749,3CZRM3H51EG704816,25045,HONDA,CR-V,2014,22.14,33.45,-112.08
310,19000,Salisbury, NC,50261,2HKRM4H79EH615399,28945,HONDA,CR-V,2014,34.36,38.37,-75.6
311,18990,Fayetteville, NC,55422,2HKRM3H72EH529099,27695,HONDA,CR-V,2014,31.43,36.06,-94.16
312,17500,Wilmington, NC,73599,5J6RM3H70EL007092,27695,HONDA,CR-V,2014,36.81,39.75,-75.55
313,19992,Surprise, AZ,31200,2HKRM3H71EH541809,27695,HONDA,CR-V,2014,27.81,33.63,-112.37
314,17599,Charlotte, NC,50701,2HKRM3H58EH562221,25045,HONDA,CR-V,2014,29.73,35.23,-80.84
315,20812,Gilbert, AZ,24328,2HKRM3H70EH544524,27695,HONDA,CR-V,2014,24.85,47.49,-92.47
316,18491,Gilbert, AZ,52958,5J6RM3H76EL033860,27695,HONDA,CR-V,2014,33.23,47.49,-92.47
317,17700,Raleigh, NC,50474,2HKRM4H72EH645196,28945,HONDA,CR-V,2014,38.85,35.78,-78.64
318,17495,Greenville, NC,59978,2HKRM3H59EH551714,25045,HONDA,CR-V,2014,30.15,34.85,-82.4
319,19000,Phoenix, AZ,42025,2HKRM3H50EH547938,25045,HONDA,CR-V,2014,24.14,33.45,-112.08
320,16611,Greensboro, NC,65490,5J6RM3H74EL012943,27695,HONDA,CR-V,2014,40.02,36.07,-79.79
321,18977,Fayetteville, NC,45818,2HKRM3H70EH519624,27695,HONDA,CR-V,2014,31.48,36.06,-94.16
322,29500,Merriam, KS,41391,5FNRL5H91EB022144,41880,HONDA,Odyssey,2014,29.56,39.02,-94.69
323,26981,Concord, NC,67091,5FNYF3H93EB018572,39820,HONDA,Pilot,2014,32.24,37.98,-122.03
324,17129,Kingman, AZ,56253,2HKRM3H56EH531341,25045,HONDA,CR-V,2014,31.61,35.19,-114.05
325,18531,New Bern, NC,39473,5J6RM4H56EL001298,26295,HONDA,CR-V,2014,29.53,35.11,-77.04
326,17999,Weaverville, NC,36295,2HKRM4H53EH703508,26295,HONDA,CR-V,2014,31.55,35.7,-82.56
327,26787,Hickory, NC,72470,5FNYF3H95EB022221,39820,HONDA,Pilot,2014,32.73,35.73,-81.34
328,16984,Forest City, NC,59612,2HKRM3H35EH566578,22945,HONDA,CR-V,2014,25.98,43.26,-93.64
329,30988,Raleigh, NC,39334,5FNRL5H99EB077361,41880,HONDA,Odyssey,2014,26.01,35.78,-78.64
330,26995,Lawrence, KS,65936,5FNYF4H94EB040702,41420,HONDA,Pilot,2014,34.83,38.97,-95.24
331,29978,Merriam, KS,42837,5FNRL5H98EB113850,41880,HONDA,Odyssey,2014,28.42,39.02,-94.69
332,19990,Cary, NC,44997,2HKRM4H71EH623691,28945,HONDA,CR-V,2014,30.94,35.79,-78.78
333,19995,Morehead City, NC,34791,5J6RM3H51EL045641,25045,HONDA,CR-V,2014,20.16,34.72,-76.73
334,28500,Boone, NC,66889,5FNYF4H97EB011937,41420,HONDA,Pilot,2014,31.19,36.22,-81.67
335,18990,Wilmington, NC,44963,2HKRM3H78EH528779,27695,HONDA,CR-V,2014,31.43,39.75,-75.55
336,30595,Hickory, NC,45034,5FNYF4H91EB001145,41420,HONDA,Pilot,2014,26.13,35.73,-81.34
337,18000,Wilmington, NC,84632,5J6RM4H70EL108672,28945,HONDA,CR-V,2014,37.81,39.75,-75.55
338,20988,Raleigh, NC,50608,5J6RM3H78EL042687,27695,HONDA,CR-V,2014,24.22,35.78,-78.64
339,20961,Scottsdale, AZ,53843,5J6RM4H7XEL012886,28945,HONDA,CR-V,2014,27.58,33.51,-111.9
340,21999,Sierra Vista, AZ,23792,5J6TF3H56EL000307,31065,HONDA,Crosstour,2014,29.18,31.55,-110.3
341,29594,Murphy, NC,55179,5FNRL5H99EB102677,41880,HONDA,Odyssey,2014,29.34,33.02,-96.61
342,26977,Mesa, AZ,90164,5FPYK1F78EB005423,30720,HONDA,Ridgeline,2014,12.18,33.41,-111.83
343,17950,Swannanoa, NC,101765,5FNYF4H27EB039515,31270,HONDA,Pilot,2014,42.6,35.6,-82.4
344,29995,Durham, NC,54298,5FNRL5H95EB063425,41880,HONDA,Odyssey,2014,28.38,36.0,-78.9
345,18987,Kansas City, KS,125027,5FNYF4H52EB028254,36770,HONDA,Pilot,2014,48.36,39.08,-94.56
346,26441,Peoria, AZ,43570,5FNYF3H51EB013982,35170,HONDA,Pilot,2014,24.82,40.69,-89.59
347,28600,Phoenix, AZ,22451,5FNRL5H61EB136540,35625,HONDA,Odyssey,2014,19.72,33.45,-112.08
348,29488,Raleigh, NC,49815,5FNRL5H93EB022260,41880,HONDA,Odyssey,2014,29.59,35.78,-78.64
349,16497,Merriam, KS,28596,KMHEC4A44EA112139,26000,HYUNDAI,Sonata,2014,36.55,39.02,-94.69
350,14000,Merriam, KS,50685,KMHEC4A41EA108730,26000,HYUNDAI,Sonata,2014,46.15,39.02,-94.69
351,15775,Concord, NC,45718,KMHEC4A43EA110379,26000,HYUNDAI,Sonata,2014,39.33,37.98,-122.03
352,15911,New Bern, NC,52406,KMHEC4A43EA110396,26000,HYUNDAI,Sonata,2014,38.8,35.11,-77.04
353,16900,Hickory, NC,45418,KMHEC4A44EA104106,26000,HYUNDAI,Sonata,2014,35.0,35.73,-81.34
354,15860,Mesa, AZ,54774,KMHEC4A47EA107047,26000,HYUNDAI,Sonata,2014,39.0,33.41,-111.83
355,16929,Charlotte, NC,39933,KMHEC4A47EA104584,26000,HYUNDAI,Sonata,2014,34.89,35.23,-80.84
356,13995,Charlotte, NC,76465,KMHEC4A48EA104593,26000,HYUNDAI,Sonata,2014,46.17,35.23,-80.84
357,15975,Phoenix, AZ,59346,KMHEC4A43EA110270,26000,HYUNDAI,Sonata,2014,38.56,33.45,-112.08
358,16888,Merriam, KS,52080,KMHEC4A48EA107672,26000,HYUNDAI,Sonata,2014,35.05,39.02,-94.69
359,11995,Charlotte, NC,18407,5NPEB4AC0EH875475,21350,HYUNDAI,Sonata,2014,43.82,35.23,-80.84
360,12497,Merriam, KS,31454,5NPEB4AC0EH895550,21350,HYUNDAI,Sonata,2014,41.47,39.02,-94.69
361,13800,Fayetteville, NC,24750,5NPEB4AC0EH884340,21350,HYUNDAI,Sonata,2014,35.36,36.06,-94.16
362,10999,Matthews, NC,33599,KMHDH4AE3EU139188,21650,HYUNDAI,Elantra,2014,49.2,35.12,-80.72
363,14533,Lawrence, KS,15738,5NPEB4AC6EH890689,21350,HYUNDAI,Sonata,2014,31.93,38.97,-95.24
364,12995,Albemarle, NC,17168,5NPEB4AC9EH926228,21350,HYUNDAI,Sonata,2014,39.13,35.35,-80.2
365,10995,Graham, NC,36797,5NPEB4AC5EH889856,21350,HYUNDAI,Sonata,2014,48.5,47.04,-122.28
366,13200,Greensboro, NC,18469,5NPEC4AB8EH939699,25750,HYUNDAI,Sonata,2014,48.74,36.07,-79.79
367,12995,Havelock, NC,31404,5NPEB4AC3EH887703,21350,HYUNDAI,Sonata,2014,39.13,34.88,-76.9
368,12000,Raleigh, NC,35808,5NPEB4AC2EH860024,21350,HYUNDAI,Sonata,2014,43.79,35.78,-78.64
369,12750,Cary, NC,24206,5NPDH4AE3EH468889,21650,HYUNDAI,Elantra,2014,41.11,35.79,-78.78
370,12526,Matthews, NC,47682,5NPEB4AC9EH893604,21350,HYUNDAI,Sonata,2014,41.33,35.12,-80.72
371,9995,Apache Junction, AZ,52391,5NPDH4AE1EH537322,21650,HYUNDAI,Elantra,2014,53.83,33.41,-111.55
372,13676,Nashville, NC,28892,5NPEB4ACXEH834576,21350,HYUNDAI,Sonata,2014,35.94,36.16,-86.77
373,21342,Matthews, NC,47548,KMHGC4DD7EU265035,35200,HYUNDAI,Genesis,2014,39.37,35.12,-80.72
374,13295,Charlotte, NC,95883,5NPDH4AE4EH527173,21650,HYUNDAI,Elantra,2014,38.59,35.23,-80.84
375,22900,Mesa, AZ,36627,5XYZW3LA9EG140707,30450,HYUNDAI,Santa Fe,2014,24.79,33.41,-111.83
376,19497,Raleigh, NC,91043,KM8SRDHF9EU050664,35450,HYUNDAI,Santa Fe,2014,45.0,35.78,-78.64
377,24985,Raleigh, NC,24892,5XYZUDLB3EG218452,26500,HYUNDAI,Santa Fe,2014,5.72,35.78,-78.64
378,23500,Hickory, NC,46391,KM8SNDHF8EU056080,31550,HYUNDAI,Santa Fe,2014,25.52,35.73,-81.34
379,20450,Wilmington, NC,20040,KM8JUCAG4EU918254,22950,HYUNDAI,Tucson,2014,10.89,39.75,-75.55
380,24990,Morehead City, NC,32490,5XYZW3LA2EG220382,30450,HYUNDAI,Santa Fe,2014,17.93,34.72,-76.73
381,22488,Wilkesboro, NC,62409,KM8SR4HF6EU067728,33700,HYUNDAI,Santa Fe,2014,33.27,36.15,-81.16
382,14995,Manhattan, KS,37964,KMHD35LH2EU163963,19750,HYUNDAI,Elantra,2014,24.08,39.18,-96.57
383,25950,Wilmington, NC,33964,KM8SR4HF7EU082304,33700,HYUNDAI,Santa Fe,2014,23.0,39.75,-75.55
384,12995,Greensboro, NC,45945,KMHCU5AE9EU154226,16395,HYUNDAI,Accent,2014,20.74,36.07,-79.79
385,25555,Lawrence, KS,23368,KMHGC4DH1EU261615,47400,HYUNDAI,Genesis,2014,46.09,38.97,-95.24
386,8994,Mesa, AZ,73668,KMHCT4AE3EU643329,14645,HYUNDAI,Accent,2014,38.59,33.41,-111.83
387,24790,Avondale, AZ,30381,KMHGC4DH6EU265899,47400,HYUNDAI,Genesis,2014,47.7,33.44,-112.34
388,13795,Fayetteville, NC,77562,KMHD35LH2EU190516,19750,HYUNDAI,Elantra,2014,30.15,36.06,-94.16
389,7495,Tucson, AZ,86489,KMHCT4AE8EU619995,14645,HYUNDAI,Accent,2014,48.82,32.22,-110.93
390,14995,Charlotte, NC,62394,KMHTC6AD0EU211526,17800,HYUNDAI,Veloster,2014,15.76,35.23,-80.84
391,17497,Huntersville, NC,25737,KM8JU3AG2EU798034,21450,HYUNDAI,Tucson,2014,18.43,35.41,-80.84
392,27400,Bullhead City, AZ,36291,KMHGC4DH1EU262389,47400,HYUNDAI,Genesis,2014,42.19,35.15,-114.57
393,14395,Gastonia, NC,69359,KMHD35LH8EU178399,19750,HYUNDAI,Elantra,2014,27.11,35.26,-81.19
394,14895,Gastonia, NC,71355,KMHTC6AD4EU211125,17800,HYUNDAI,Veloster,2014,16.32,35.26,-81.19
395,19990,Havelock, NC,45295,KMHHU6KJ2EU114321,33400,HYUNDAI,Genesis Coupe,2014,40.15,34.88,-76.9
396,20998,Wichita, KS,54011,KMHGC4DD2EU260454,35200,HYUNDAI,Genesis,2014,40.35,37.69,-97.34
397,24998,Peoria, AZ,37912,KMHGH4JH9EU075262,61000,HYUNDAI,Equus,2014,59.02,40.69,-89.59
398,26988,Mesa, AZ,23454,KMHGH4JH7EU076829,61000,HYUNDAI,Equus,2014,55.76,33.41,-111.83
399,17500,Hickory, NC,53213,5XYZTDLB7EG196782,26500,HYUNDAI,Santa Fe,2014,33.96,35.73,-81.34
400,26500,Wilmington, NC,42957,KMHGH4JH5EU077588,61000,HYUNDAI,Equus,2014,56.56,39.75,-75.55
401,23991,Scottsdale, AZ,66284,KMHGH4JH2EU076074,61000,HYUNDAI,Equus,2014,60.67,33.51,-111.9
402,17990,Fuquay-Varina, NC,49405,5XYZT3LB9EG144225,24750,HYUNDAI,Santa Fe,2014,27.31,35.58,-78.8
403,14788,Lexington, NC,81636,5XYZTDLB6EG153177,26500,HYUNDAI,Santa Fe,2014,44.2,38.05,-84.5
404,24971,Phoenix, AZ,55705,KMHGH4JH4EU074200,61000,HYUNDAI,Equus,2014,59.06,33.45,-112.08
405,25625,Rocky Mount, NC,47956,KMHGH4JH2EU076110,61000,HYUNDAI,Equus,2014,57.99,35.94,-77.8
406,20995,Apache Junction, AZ,37947,5XYZW3LA8EG142206,30450,HYUNDAI,Santa Fe,2014,31.05,33.41,-111.55
407,21770,Garner, NC,36663,5XYZUDLA8EG215991,32200,HYUNDAI,Santa Fe,2014,32.39,35.71,-78.61
408,28800,Jacksonville, NC,41714,KMHGH4JH0EU074162,61000,HYUNDAI,Equus,2014,52.79,30.33,-81.66
409,30777,Tempe, AZ,20867,KMHGH4JH0EU084948,61000,HYUNDAI,Equus,2014,49.55,33.41,-111.91
410,31900,Wilson, NC,19346,KMHGH4JH2EU085664,61000,HYUNDAI,Equus,2014,47.7,35.72,-77.92
411,12999,Burlington, NC,17111,2T1BURHE6EC200511,18300,TOYOTA,Corolla,2014,28.97,44.47,-73.21
412,13699,Sanford, NC,19364,2T1BURHE5EC183930,18300,TOYOTA,Corolla,2014,25.14,28.81,-81.27
413,11998,Raleigh, NC,19600,2T1BURHEXEC220986,18300,TOYOTA,Corolla,2014,34.44,35.78,-78.64
414,12497,Kansas City, KS,73216,4T1BD1FK3EU120625,27670,TOYOTA,Camry,2014,54.84,39.08,-94.56
415,13998,Sanford, NC,19309,2T1BURHE6EC145297,18300,TOYOTA,Corolla,2014,23.51,28.81,-81.27
416,14496,Winston-Salem, NC,12790,2T1BURHE5EC202363,18300,TOYOTA,Corolla,2014,20.79,36.1,-80.24
417,16887,Phoenix, AZ,30573,4T1BD1FK4EU125476,27670,TOYOTA,Camry,2014,38.97,33.45,-112.08
418,11400,Raleigh, NC,30870,2T1BURHE2EC169189,18300,TOYOTA,Corolla,2014,37.7,35.78,-78.64
419,12449,Apex, NC,19099,5YFBURHE4EP167699,18300,TOYOTA,Corolla,2014,31.97,35.73,-78.85
420,15200,Lake Havasu, AZ,14059,2T1BURHE8EC173070,18300,TOYOTA,Corolla,2014,16.94,,
421,13995,Apex, NC,19326,2T1BURHE6EC188649,18300,TOYOTA,Corolla,2014,23.52,35.73,-78.85
422,10995,Fuquay Varina, NC,38072,2T1BURHE6EC129939,18300,TOYOTA,Corolla,2014,39.92,,
423,13999,Cary, NC,11856,2T1BURHE0EC186427,18300,TOYOTA,Corolla,2014,23.5,35.79,-78.78
424,12908,Raleigh, NC,15966,2T1BURHE6EC014838,18300,TOYOTA,Corolla,2014,29.46,35.78,-78.64
425,13600,Raleigh, NC,24050,2T1BURHEXEC202424,18300,TOYOTA,Corolla,2014,25.68,35.78,-78.64
426,14712,Apex, NC,11910,2T1BURHE3EC199186,18300,TOYOTA,Corolla,2014,19.61,35.73,-78.85
427,16798,Merriam, KS,24623,4T1BD1FK6EU136737,27670,TOYOTA,Camry,2014,39.29,39.02,-94.69
428,10500,Charlotte, NC,46450,4T1BF1FK6EU776084,23400,TOYOTA,Camry,2014,55.13,35.23,-80.84
429,14500,Apex, NC,16257,2T1BURHE5EC192627,18300,TOYOTA,Corolla,2014,20.77,35.73,-78.85
430,16998,Apex, NC,31992,4T1BD1FK8EU123357,27670,TOYOTA,Camry,2014,38.57,35.73,-78.85
431,10999,Phoenix, AZ,42559,5YFBURHE7EP120666,18300,TOYOTA,Corolla,2014,39.9,33.45,-112.08
432,13347,Cornelius, NC,37504,2T1BURHE7EC142277,18300,TOYOTA,Corolla,2014,27.07,45.52,-123.06
433,13797,Fayetteville, NC,9548,2T1BURHE7EC197828,18300,TOYOTA,Corolla,2014,24.61,36.06,-94.16
434,16995,Greenville, NC,22242,4T1BD1FK4EU104790,27670,TOYOTA,Camry,2014,38.58,34.85,-82.4
435,13897,Tucson, AZ,36937,5YFBURHE9EP164510,18300,TOYOTA,Corolla,2014,24.06,32.22,-110.93
436,18988,Concord, NC,6069,4T4BF1FK1ER395281,22235,TOYOTA,Camry,2014,14.6,37.98,-122.03
437,14995,Tucson, AZ,60350,4T1BF1FK0EU777490,23400,TOYOTA,Camry,2014,35.92,32.22,-110.93
438,16480,Wilson, NC,42758,4T1BF1FK9EU465507,23400,TOYOTA,Camry,2014,29.57,35.72,-77.92
439,14700,Goldsboro, NC,63563,4T1BF1FK5EU441799,23400,TOYOTA,Camry,2014,37.18,35.38,-77.99
440,16497,Charlotte, NC,33096,4T1BF1FK6EU459910,23400,TOYOTA,Camry,2014,29.5,35.23,-80.84
441,16000,Merriam, KS,39150,4T4BF1FK1ER379226,22235,TOYOTA,Camry,2014,28.04,39.02,-94.69
442,18542,Lawrence, KS,18642,4T1BF1FK4EU450722,23400,TOYOTA,Camry,2014,20.76,38.97,-95.24
443,17497,Olathe, KS,21711,4T4BF1FK4ER392200,22235,TOYOTA,Camry,2014,21.31,38.88,-94.82
444,17698,Merriam, KS,29926,4T1BF1FK9EU423600,23400,TOYOTA,Camry,2014,24.37,39.02,-94.69
445,16995,Tucson, AZ,28000,4T1BF1FK2EU381559,23400,TOYOTA,Camry,2014,27.37,32.22,-110.93
446,16910,Durham, NC,35968,4T1BF1FK8EU835605,23400,TOYOTA,Camry,2014,27.74,36.0,-78.9
447,18977,Tempe, AZ,4655,4T1BF1FK0EU776663,23400,TOYOTA,Camry,2014,18.9,33.41,-111.91
448,15700,Smithfield, NC,45951,4T1BF1FK3EU769948,23400,TOYOTA,Camry,2014,32.91,41.92,-71.55
449,14974,Raleigh, NC,64370,4T1BF1FK3EU743012,23400,TOYOTA,Camry,2014,36.01,35.78,-78.64
450,12950,High Point, NC,79269,4T1BF1FK8EU826077,23400,TOYOTA,Camry,2014,44.66,35.96,-80.01
451,13588,Surprise, AZ,81508,4T1BF1FK3EU462103,23400,TOYOTA,Camry,2014,41.93,33.63,-112.37
452,14988,Peoria, AZ,49596,JTDKDTB35E1073808,23360,TOYOTA,Prius C,2014,35.84,40.69,-89.59
453,19215,Tucson, AZ,33514,4T1BK1FK7EU543763,30465,TOYOTA,Camry,2014,36.93,32.22,-110.93
454,16995,Goldsboro, NC,46092,4T1BF1FK1EU814451,23400,TOYOTA,Camry,2014,27.37,35.38,-77.99
455,12900,Olathe, KS,81274,4T1BF1FK3EU338350,23400,TOYOTA,Camry,2014,44.87,38.88,-94.82
456,15999,Hickory, NC,54116,4T1BF1FKXEU398464,23400,TOYOTA,Camry,2014,31.63,35.73,-81.34
457,11777,Graham, NC,90824,4T1BF1FK8EU376219,23400,TOYOTA,Camry,2014,49.67,47.04,-122.28
458,18697,Winston Salem, NC,12706,4T1BK1FK1EU541281,30465,TOYOTA,Camry,2014,38.63,,
459,8995,Cary, NC,65183,JTDKTUD35ED577845,16490,TOYOTA,Yaris,2014,45.45,35.79,-78.78
460,18998,Merriam, KS,39988,4T1BK1FK8EU538670,30465,TOYOTA,Camry,2014,37.64,39.02,-94.69
461,15490,Phoenix, AZ,27876,JTDKN3DU8E1833460,28435,TOYOTA,PRIUS,2014,45.52,33.45,-112.08
462,17988,Raleigh, NC,60198,4T1BK1FK7EU550325,30465,TOYOTA,Camry,2014,40.96,35.78,-78.64
463,18999,Tucson, AZ,14569,2T3ZFREV2EW129505,23550,TOYOTA,RAV4,2014,19.32,32.22,-110.93
464,13588,Phoenix, AZ,57223,JTDKN3DU6E1746012,28435,TOYOTA,PRIUS,2014,52.21,33.45,-112.08
465,15997,Phoenix, AZ,28431,JTDKN3DU4E0362543,28435,TOYOTA,PRIUS,2014,43.74,33.45,-112.08
